Rev_Total,Bal_Total,Offer,AGE,CHQ,CARD,SAV1,LOAN,MORT,INSUR,PENS,Check,CD,MM,Savings,AccountAge
$2.22,"$3,263.03",1,28,0,1,0,1,0,1,1,1,1,1,1,8
$1.22,$467.16,1,29,1,1,0,0,1,0,0,1,0,0,0,8
$0.84,$666.53,1,34,1,1,0,0,1,0,1,1,0,0,0,9
$7.76,"$4,165.55",1,32,1,1,1,1,0,0,1,1,1,0,0,6
$4.01,"$9,587.95",1,29,0,1,1,0,0,1,1,1,0,1,1,9
$0.50,"$3,265.93",1,26,1,1,1,1,0,1,1,1,1,1,1,8
$0.31,$14.93,1,33,1,1,0,0,0,0,0,1,0,0,0,7
$0.94,"$1,119.30",1,32,1,1,1,1,0,0,1,1,1,0,0,9
$1.77,$728.32,1,30,0,1,0,0,0,0,0,1,0,0,0,9
$2.22,$790.38,1,32,1,1,0,0,0,0,0,1,0,0,0,5
$0.27,$27.84,1,37,0,1,0,0,0,0,0,1,0,0,0,7
$0.68,$11.17,1,41,0,1,0,0,0,0,1,1,0,0,0,7
$0.44,$46.00,1,45,0,1,0,0,0,0,0,1,0,0,0,7
$1.27,"$3,924.41",1,37,0,1,0,0,0,0,0,1,0,0,0,6
$0.06,$15.90,1,38,0,1,0,0,0,0,1,1,0,0,0,7
$2.96,"$1,052.02",1,44,0,1,0,0,0,0,1,1,0,0,0,6
$4.84,$570.14,1,43,0,1,0,0,0,0,1,1,0,0,0,9
$0.53,$26.48,1,37,0,1,0,0,0,0,1,1,0,0,0,5
$0.10,$1.91,1,36,0,1,0,0,0,0,0,1,0,0,0,8
$0.28,$14.95,1,40,0,1,0,0,0,0,0,1,0,0,0,6
$0.67,$710.52,1,45,0,1,0,0,0,0,0,1,0,0,0,6
$1.43,$888.31,1,37,0,1,0,0,0,0,1,1,0,0,0,7
$1.60,$764.11,1,41,0,1,0,0,0,0,0,1,0,0,0,6
$1.83,$17.34,1,43,0,1,0,0,0,0,1,1,0,0,0,7
$1.20,$217.80,1,36,1,1,0,0,0,1,1,1,0,1,1,8
$0.87,$82.58,1,36,0,1,0,0,0,1,0,1,0,1,1,10
$2.87,$212.33,1,45,1,1,0,0,0,1,1,1,0,1,1,9
$4.04,"$2,030.48",1,45,1,1,1,0,1,1,0,1,0,1,1,12
$1.07,"$2,346.32",1,45,1,1,0,0,0,0,1,1,0,0,0,11
$2.66,$875.66,1,42,0,1,0,0,0,0,1,1,0,0,0,6
$0.23,$22.10,1,37,1,1,0,0,1,0,1,1,0,0,0,6
$0.09,$13.19,1,36,1,1,0,0,1,0,1,1,0,0,0,5
$6.30,"$3,969.17",1,37,1,1,0,1,1,0,1,1,1,0,0,6
$0.46,$40.62,1,38,1,1,0,0,0,1,0,1,0,1,1,10
$2.70,"$3,036.79",1,38,0,1,1,0,0,0,0,1,0,0,0,10
$0.90,$28.56,1,40,1,1,0,0,0,0,1,1,0,0,0,3
$0.78,$872.43,1,53,0,1,0,0,0,0,1,1,0,0,0,9
$0.53,$7.94,1,64,0,1,0,0,0,0,1,1,0,0,0,7
$0.29,$79.17,1,48,1,1,0,0,0,1,0,1,0,1,1,7
$0.47,$17.11,1,51,1,1,0,0,1,0,1,1,0,0,0,9
$3.13,"$1,958.94",1,49,1,1,0,0,0,0,0,1,0,0,0,7
$1.33,"$2,277.02",1,52,1,1,0,0,0,1,0,1,0,1,1,13
$4.37,"$6,344.79",1,51,1,1,1,0,0,1,0,1,0,1,1,25
$5.12,"$4,914.40",1,49,1,1,1,1,1,1,1,1,1,1,1,10
$1.04,"$1,664.20",1,50,1,1,0,0,0,0,1,1,0,0,0,8
$1.79,$852.85,1,49,1,1,0,0,0,1,1,1,0,1,1,2
$0.30,$10.53,1,69,1,1,0,0,0,0,0,1,0,0,0,8
$1.48,$12.87,1,70,1,1,0,0,1,0,0,1,0,0,0,10
$0.95,$28.87,1,72,1,1,1,0,0,0,1,1,0,0,0,11
$0.38,$20.25,1,83,0,1,0,0,0,0,0,1,0,0,0,7
$0.34,$6.51,1,78,1,1,1,0,0,0,1,1,0,0,0,9
$4.55,"$3,007.85",1,72,1,1,1,0,1,1,0,1,0,1,1,8
$1.27,"$46,285.00",0,89,0,0,1,0,1,1,0,1,0,1,1,3
$0.10,$18.74,1,67,0,1,0,0,0,0,1,1,0,0,0,6
$0.08,$9.63,1,79,1,1,1,0,0,0,1,1,0,0,0,16
$0.11,$3.75,1,75,1,1,1,0,1,0,0,1,0,0,0,15
$1.72,"$2,012.56",1,75,1,1,1,0,0,1,1,1,0,1,1,11
$0.23,$32.14,1,85,1,1,1,0,0,0,0,1,0,0,0,16
$0.20,$4.73,1,80,1,1,0,0,0,0,1,1,0,0,0,14
$0.79,$21.51,1,71,1,1,1,0,0,0,1,1,0,0,0,10
$11.94,"$4,072.00",1,59,1,1,1,0,1,1,1,1,0,1,1,5
$9.57,"$10,143.78",1,66,1,1,1,0,0,1,1,1,0,1,1,16
$0.12,$9.42,1,73,1,1,0,0,1,0,0,1,0,0,0,12
$1.83,"$6,011.88",1,69,1,1,1,0,0,1,1,1,0,1,1,16
$3.02,"$27,010.76",1,73,1,1,1,0,0,1,1,1,0,1,1,15
$2.95,"$59,157.00",0,85,1,0,1,0,1,1,1,1,0,1,1,7
$4.41,"$2,424.73",1,72,0,1,0,0,0,0,1,1,0,0,0,8
$0.99,$97.64,1,72,0,1,0,0,0,0,0,1,0,0,0,5
$0.48,$10.30,1,81,1,1,0,0,0,0,1,1,0,0,0,7
$1.35,$8.46,1,76,1,1,1,0,0,0,1,1,0,0,0,13
$8.90,"$2,542.00",1,98,0,0,0,1,0,1,1,0,1,1,1,6
$0.41,$11.53,1,52,0,1,0,0,0,0,1,1,0,0,0,9
$3.87,"$4,588.57",1,52,0,1,0,0,0,0,0,1,0,0,0,8
$1.51,$162.83,1,64,1,1,0,0,0,0,1,1,0,0,0,7
$0.30,$6.80,1,51,0,1,1,0,0,0,0,1,0,0,0,9
$4.65,"$8,734.00",1,56,1,1,0,1,0,0,1,1,1,0,0,8
$0.18,$121.24,1,95,0,1,0,0,0,0,0,1,0,0,0,7
$1.09,$10.69,1,68,0,1,0,0,0,0,0,1,0,0,0,7
$0.29,$15.75,1,67,0,1,0,0,0,0,1,1,0,0,0,2
$3.07,$280.64,1,66,1,1,1,0,0,0,0,1,0,0,0,15
$5.42,"$6,288.44",1,68,1,1,0,0,0,1,1,1,0,1,1,13
$0.92,"$1,462.91",1,66,1,1,1,0,0,0,1,1,0,0,0,15
$2.02,$156.16,1,22,0,1,0,0,0,0,0,1,0,0,0,2
$7.95,"$3,642.82",1,24,0,1,0,0,0,0,1,1,0,0,0,7
$2.06,$968.01,1,24,1,1,0,0,1,0,0,1,0,0,0,7
$0.21,$18.90,1,24,1,1,0,0,0,0,0,1,0,0,0,2
$5.38,$802.67,1,22,1,1,0,0,0,0,1,1,0,0,0,2
$0.19,$16.84,1,8,1,1,0,0,1,0,1,1,0,0,0,14
$0.47,$30.80,1,24,1,1,0,0,0,0,1,1,0,0,0,6
$0.81,$31.08,1,25,1,1,1,0,0,0,0,1,0,0,0,6
$1.15,"$3,686.60",1,11,1,1,1,1,0,1,1,1,1,1,1,6
$0.04,$4.61,1,15,1,1,0,0,1,0,1,1,0,0,0,13
$0.98,$62.63,1,23,0,1,0,0,0,0,1,1,0,0,0,4
$1.79,"$2,547.74",1,21,1,1,1,1,1,1,1,1,1,1,1,4
$2.01,$18.22,1,25,1,1,0,0,0,0,0,1,0,0,0,5
$0.36,$754.04,1,24,0,1,0,0,0,0,1,1,0,0,0,6
$1.56,$68.88,1,25,0,1,0,0,0,0,1,1,0,0,0,7
$2.11,"$3,916.48",1,25,0,1,0,0,0,0,0,1,0,0,0,6
$0.22,$11.23,1,24,0,1,0,0,0,0,1,1,0,0,0,7
$0.43,$8.81,1,22,0,1,0,0,0,0,0,1,0,0,0,4
$0.77,"$1,018.58",1,21,1,1,0,0,0,0,0,1,0,0,0,4
$0.43,$12.84,1,22,1,1,0,0,0,0,1,1,0,0,0,6
$3.17,$746.95,1,21,1,1,0,0,0,0,0,1,0,0,0,4
$0.58,$124.77,1,23,1,1,0,0,0,0,1,1,0,0,0,6
$1.94,"$2,302.43",1,24,0,1,0,0,0,1,0,1,0,1,1,5
$10.54,"$3,665.84",1,25,0,1,0,1,1,1,1,1,1,1,1,8
$1.45,$340.37,1,24,0,1,0,0,1,0,1,1,0,0,0,6
$0.18,$33.81,1,25,0,1,1,0,0,1,1,1,0,1,1,8
$2.99,$336.65,1,25,0,1,0,0,0,0,1,1,0,0,0,6
$2.95,"$2,120.20",1,24,0,1,0,0,0,0,0,1,0,0,0,2
$0.19,$60.56,1,24,0,1,0,0,0,0,0,1,0,0,0,4
$4.08,"$1,342.26",1,25,0,1,0,0,0,0,0,1,0,0,0,6
$0.87,$364.91,1,25,0,1,0,0,0,0,0,1,0,0,0,7
$0.28,$617.27,1,24,0,1,0,0,1,0,1,1,0,0,0,7
$0.13,$9.82,1,23,1,1,0,0,0,0,0,1,0,0,0,5
$2.99,$400.49,1,25,1,1,0,0,0,0,0,1,0,0,0,4
$1.39,$360.88,1,25,0,1,0,0,0,0,1,1,0,0,0,7
$2.91,"$1,244.88",1,25,1,1,1,0,0,0,1,1,0,0,0,6
$2.45,$360.75,1,25,0,1,0,0,0,0,1,1,0,0,0,5
$0.83,$450.82,1,23,0,1,0,0,0,0,1,1,0,0,0,5
$2.06,$13.36,1,24,0,1,0,0,0,0,0,1,0,0,0,6
$0.51,$454.38,1,25,0,1,0,0,0,0,1,1,0,0,0,5
$5.30,"$1,650.28",1,25,1,1,1,0,0,0,1,1,0,0,0,9
$1.34,"$1,318.04",1,22,1,1,0,0,0,0,0,1,0,0,0,2
$3.92,"$5,837.46",1,19,1,1,1,1,0,0,1,1,1,0,0,10
$2.77,"$6,653.07",1,25,1,1,0,1,1,1,1,1,1,1,1,8
$0.74,"$9,837.25",1,23,1,1,1,1,0,0,1,1,1,0,0,11
$2.03,"$3,978.12",1,24,1,1,0,0,1,0,0,1,0,0,0,8
$2.12,"$2,015.96",1,25,1,1,0,1,0,0,0,1,1,0,0,5
$9.29,"$1,400.98",1,27,0,1,0,0,0,0,1,1,0,0,0,9
$2.02,"$1,234.43",1,35,0,1,0,0,0,0,1,1,0,0,0,9
$2.28,$260.71,1,23,0,1,0,0,0,0,0,1,0,0,0,3
$15.33,"$1,743.84",1,23,1,1,0,0,0,0,0,1,0,0,0,0
$0.97,$11.27,1,25,1,1,0,0,0,0,1,1,0,0,0,9
$0.40,$532.37,1,31,0,1,0,0,0,0,0,1,0,0,0,9
$0.55,$238.81,1,23,0,1,0,0,0,0,1,1,0,0,0,3
$0.11,$5.49,1,25,0,1,0,0,0,0,1,1,0,0,0,7
$1.42,"$1,034.07",1,25,0,1,0,0,0,0,0,1,0,0,0,5
$6.58,$792.14,1,24,0,1,0,0,0,0,0,1,0,0,0,6
$1.11,"$1,690.17",1,25,0,1,0,0,0,0,1,1,0,0,0,7
$3.85,"$1,580.01",1,23,0,1,0,0,0,0,1,1,0,0,0,5
$0.15,$5.41,1,23,1,1,0,0,1,0,1,1,0,0,0,4
$5.44,"$9,239.00",0,24,0,0,0,1,1,1,1,1,1,1,1,7
$1.86,$374.65,1,24,0,1,0,0,0,0,0,1,0,0,0,4
$2.16,$752.40,1,25,1,1,0,0,0,0,1,1,0,0,0,6
$1.20,$916.60,1,22,1,1,1,0,0,0,1,1,0,0,0,3
$1.71,"$1,904.12",1,9,0,1,1,0,0,0,0,1,0,0,0,8
$12.70,"$5,970.46",1,13,1,1,1,1,0,1,0,1,1,1,1,8
$0.33,$68.40,1,23,1,1,0,0,0,0,0,1,0,0,0,5
$2.37,"$3,008.81",1,32,0,1,0,0,0,0,0,1,0,0,0,9
$3.89,"$1,052.34",1,34,0,1,0,0,0,0,1,1,0,0,0,9
$4.48,"$5,671.49",1,23,0,1,0,1,0,0,0,1,1,0,0,6
$0.90,$107.09,1,25,1,1,0,0,1,0,0,1,0,0,0,7
$2.16,$416.16,1,22,1,1,1,0,0,0,0,1,0,0,0,10
$6.37,"$15,366.86",1,24,1,1,0,1,0,0,1,1,1,0,0,14
$0.22,$13.62,1,25,1,1,0,0,0,0,1,1,0,0,0,5
$3.75,"$3,204.61",1,7,0,1,0,0,0,0,0,1,0,0,0,16
$1.06,$644.80,1,25,1,1,1,0,1,0,1,1,0,0,0,7
$1.23,"$1,132.53",1,20,1,1,0,0,0,0,0,1,0,0,0,4
$0.49,$484.76,1,28,0,1,0,0,0,0,0,1,0,0,0,9
$0.47,$7.38,1,30,0,1,0,0,0,0,0,1,0,0,0,9
$2.22,"$6,438.43",1,27,1,1,1,1,0,1,1,1,1,1,1,7
$8.82,"$2,180.76",1,30,0,1,0,0,0,0,0,1,0,0,0,4
$1.35,$712.23,1,26,0,1,0,0,0,0,1,1,0,0,0,8
$0.15,$10.40,1,59,1,1,1,0,0,0,1,1,0,0,0,5
$8.34,$681.56,1,31,1,1,1,0,0,0,0,1,0,0,0,8
$2.86,$158.56,1,29,1,1,1,0,0,1,0,1,0,1,1,6
$1.93,"$2,530.08",1,27,0,1,0,0,0,0,0,1,0,0,0,3
$6.53,"$3,822.24",1,37,1,1,0,0,0,1,1,1,0,1,1,12
$1.06,$24.26,1,45,1,1,1,0,0,0,1,1,0,0,0,6
$0.67,$101.43,1,74,0,1,0,0,0,0,0,1,0,0,0,6
$0.26,"$2,056.00",1,27,0,1,0,0,0,0,1,1,0,0,0,6
$0.10,$2.81,1,31,0,1,0,0,0,0,1,1,0,0,0,7
$0.30,$2.78,1,33,0,1,0,0,0,0,0,1,0,0,0,6
$5.57,"$2,548.17",1,27,1,1,0,0,1,0,1,1,0,0,0,9
$2.62,"$1,434.12",1,29,1,1,0,0,1,1,1,1,0,1,1,7
$4.11,"$2,656.34",1,38,0,1,0,0,0,0,0,1,0,0,0,14
$3.87,$858.81,1,45,1,1,1,0,0,0,1,1,0,0,0,13
$0.33,$30.58,1,64,0,1,1,0,0,0,1,1,0,0,0,16
$0.91,$253.46,1,46,1,1,0,0,0,0,1,1,0,0,0,6
$1.84,$24.62,1,77,0,1,0,0,0,0,1,1,0,0,0,7
$9.75,"$5,785.07",1,25,1,1,0,1,1,0,0,1,1,0,0,8
$1.11,$22.08,1,33,0,1,0,0,0,0,1,1,0,0,0,7
$0.70,"$2,000.00",1,26,0,1,0,0,0,0,0,1,0,0,0,5
$10.25,"$2,094.31",1,32,0,1,0,0,0,0,0,1,0,0,0,6
$2.54,$146.21,1,29,0,1,0,0,0,0,0,1,0,0,0,5
$5.35,"$9,637.05",1,33,1,1,0,0,0,1,1,1,0,1,1,7
$2.69,$330.60,1,33,1,1,0,0,0,0,0,1,0,0,0,1
$0.80,$21.09,1,38,0,1,0,0,0,0,1,1,0,0,0,2
$0.77,$164.42,1,37,1,1,1,0,0,1,1,1,0,1,1,9
$11.39,"$4,372.00",1,53,1,1,0,0,0,0,1,1,0,0,0,8
$0.24,$22.28,1,65,1,1,0,0,1,0,1,1,0,0,0,7
$0.06,$4.97,1,66,1,1,0,0,0,0,1,1,0,0,0,11
$0.85,$14.08,1,31,0,1,0,0,0,0,0,1,0,0,0,5
$0.44,$204.19,1,61,1,1,1,0,0,1,1,1,0,1,1,7
$3.39,"$1,528.22",1,31,0,1,0,0,0,0,0,1,0,0,0,7
$3.47,"$1,599.03",1,26,0,1,0,0,0,0,0,1,0,0,0,6
$1.63,"$1,842.55",1,31,0,1,0,0,0,0,1,1,0,0,0,6
$8.76,"$5,455.81",1,21,1,1,1,1,0,0,1,1,1,0,0,7
$5.96,"$4,048.26",1,30,0,1,0,0,0,0,0,1,0,0,0,6
$0.91,$104.56,1,28,0,1,0,0,0,0,0,1,0,0,0,5
$2.55,"$2,557.68",1,31,0,1,0,0,0,0,1,1,0,0,0,3
$11.62,"$5,170.77",1,28,0,1,0,0,0,0,0,1,0,0,0,6
$0.73,"$1,558.25",1,28,0,1,0,0,0,0,1,1,0,0,0,5
$0.06,$8.85,1,28,0,1,0,0,0,0,1,1,0,0,0,3
$0.29,$10.34,1,33,1,1,0,0,0,0,0,1,0,0,0,8
$3.14,"$4,130.75",1,37,0,1,0,0,0,0,1,1,0,0,0,7
$1.02,$11.20,1,40,0,1,0,0,0,0,0,1,0,0,0,3
$1.17,$160.72,1,39,1,1,0,0,1,0,1,1,0,0,0,14
$0.27,$18.03,1,28,0,1,0,0,0,0,0,1,0,0,0,6
$0.61,$254.12,1,35,0,1,0,0,0,0,1,1,0,0,0,6
$7.88,"$60,871.00",0,30,0,0,0,1,1,1,1,1,1,1,1,7
$0.90,$38.40,1,36,1,1,0,0,0,0,1,1,0,0,0,3
$0.06,$16.77,1,51,0,1,0,0,0,0,1,1,0,0,0,6
$9.97,"$14,015.36",1,67,1,1,1,0,1,1,1,1,0,1,1,6
$15.00,"$6,032.07",1,28,0,1,0,0,0,0,1,1,0,0,0,15
$2.15,$402.58,1,28,0,1,1,0,0,1,1,1,0,1,1,14
$0.18,$21.07,1,35,0,1,0,0,0,0,1,1,0,0,0,15
$4.28,"$1,888.78",1,33,0,1,0,0,0,0,0,1,0,0,0,13
$5.67,"$2,007.44",1,33,0,1,0,0,0,0,1,1,0,0,0,13
$0.23,$13.37,1,35,0,1,0,0,0,0,0,1,0,0,0,16
$0.69,$45.72,1,33,0,1,0,0,0,1,0,1,0,1,1,12
$9.33,"$4,549.97",1,35,1,1,1,1,0,1,1,1,1,1,1,6
$0.20,$8.23,1,28,1,1,0,0,1,0,1,1,0,0,0,14
$0.22,$7.67,1,35,1,1,0,0,0,0,1,1,0,0,0,13
$1.51,$566.55,1,40,1,1,1,0,0,1,0,1,0,1,1,14
$0.51,$938.66,1,38,0,1,0,0,0,0,0,1,0,0,0,14
$1.48,"$1,200.92",1,45,0,1,0,0,0,0,0,1,0,0,0,14
$0.26,$8.62,1,40,0,1,0,0,0,0,1,1,0,0,0,14
$0.21,$5.41,1,43,1,1,0,0,0,0,1,1,0,0,0,15
$3.16,"$2,416.32",1,41,1,1,0,0,0,0,1,1,0,0,0,4
$2.79,"$1,564.00",1,55,0,1,0,0,0,0,0,1,0,0,0,11
$2.81,"$3,516.99",1,58,0,1,0,0,0,0,1,1,0,0,0,11
$0.72,$334.90,1,65,0,1,0,0,0,0,1,1,0,0,0,10
$1.75,$252.97,1,55,0,1,0,0,0,0,1,1,0,0,0,12
$4.16,$880.15,1,55,0,1,0,0,0,0,1,1,0,0,0,16
$0.16,$10.65,1,55,0,1,0,0,0,0,1,1,0,0,0,14
$0.25,$14.24,1,60,1,1,0,0,0,0,0,1,0,0,0,12
$0.17,$8.86,1,50,0,1,0,0,0,0,1,1,0,0,0,12
$2.07,"$20,527.00",1,53,1,1,1,0,0,1,0,1,0,1,1,7
$2.19,$289.00,1,50,0,1,0,0,0,0,0,1,0,0,0,1
$0.28,$7.75,1,50,0,1,0,0,0,0,1,1,0,0,0,12
$2.60,$636.12,1,58,0,1,0,0,0,0,1,1,0,0,0,11
$0.11,$182.48,1,64,1,1,0,0,0,1,0,1,0,1,1,14
$0.03,$7.54,1,63,1,1,1,0,0,0,0,1,0,0,0,14
$0.57,$11.75,1,53,0,1,0,0,1,0,0,1,0,0,0,14
$0.91,$592.58,1,54,0,1,0,0,1,1,0,1,0,1,1,22
$3.89,$720.48,1,61,0,1,0,0,0,0,0,1,0,0,0,13
$0.46,$31.20,1,63,1,1,1,0,1,0,1,1,0,0,0,14
$0.17,$7.88,1,48,0,1,1,0,0,0,0,1,0,0,0,7
$0.20,$1.70,1,62,1,1,1,0,0,0,1,1,0,0,0,12
$2.56,"$1,846.98",1,35,1,1,0,1,0,0,1,1,1,0,0,10
$2.49,$11.91,1,35,0,1,0,0,0,0,1,1,0,0,0,16
$0.98,$12.00,1,40,1,1,1,0,0,0,0,1,0,0,0,11
$6.58,"$2,009.79",1,38,0,1,0,0,0,0,0,1,0,0,0,10
$0.11,$19.72,1,38,0,1,0,0,0,0,1,1,0,0,0,16
$2.59,$897.30,1,36,0,1,0,0,0,0,1,1,0,0,0,1
$15.23,$976.07,1,42,1,1,0,0,0,0,1,1,0,0,0,12
$0.60,$35.97,1,65,0,1,0,0,0,0,1,1,0,0,0,8
$1.41,$448.86,1,55,0,1,0,0,0,0,1,1,0,0,0,9
$0.69,"$20,000.00",0,60,0,0,0,0,0,1,0,0,0,1,1,2
$0.39,$18.05,1,63,0,1,0,0,0,0,1,1,0,0,0,11
$0.64,$80.86,1,63,1,1,0,0,1,0,0,1,0,0,0,14
$0.32,$7.93,1,48,0,1,0,0,0,0,1,1,0,0,0,12
$0.08,$11.03,1,48,1,1,0,0,0,0,1,1,0,0,0,13
$0.13,$4.15,1,58,1,1,0,0,0,0,1,1,0,0,0,14
$1.31,$233.06,1,35,0,1,0,0,0,0,0,1,0,0,0,14
$1.93,"$2,582.70",1,28,0,1,0,0,0,0,0,1,0,0,0,12
$0.42,$26.92,1,28,1,1,0,0,0,1,0,1,0,1,1,16
$1.36,"$1,012.45",1,33,1,1,1,0,0,0,0,1,0,0,0,12
$2.02,$268.64,1,45,0,1,0,0,0,0,0,1,0,0,0,16
$0.48,$7.69,1,38,0,1,0,0,0,0,1,1,0,0,0,12
$0.29,$6.91,1,60,0,1,0,0,0,0,0,1,0,0,0,12
$7.38,"$59,382.45",1,65,1,1,1,0,0,1,1,1,0,1,1,14
$0.80,$92.24,1,48,0,1,1,0,0,0,1,1,0,0,0,13
$0.46,$34.10,1,65,1,1,0,0,0,0,0,1,0,0,0,11
$5.61,$888.92,1,3,0,1,0,0,0,0,0,1,0,0,0,10
$1.92,"$1,130.44",1,30,0,1,0,0,0,0,0,1,0,0,0,12
$0.52,$8.65,1,28,0,1,0,0,0,1,1,1,0,1,1,11
$1.29,"$1,980.60",1,27,0,1,0,0,0,0,1,1,0,0,0,1
$0.28,$48.21,1,30,0,1,0,0,0,0,0,1,0,0,0,11
$0.81,$28.91,1,35,0,1,0,0,0,0,1,1,0,0,0,15
$0.55,$12.08,1,35,1,1,0,0,0,0,1,1,0,0,0,13
$1.48,"$1,014.88",1,30,1,1,0,0,0,0,1,1,0,0,0,13
$8.02,"$2,762.58",1,28,1,1,0,0,1,0,0,1,0,0,0,16
$1.07,$10.63,1,28,0,1,0,0,0,0,0,1,0,0,0,8
$2.83,$126.53,1,28,1,1,0,0,1,0,1,1,0,0,0,16
$0.52,$13.83,1,33,1,1,0,0,0,0,1,1,0,0,0,14
$3.36,"$22,000.00",0,43,0,0,0,0,0,1,0,0,0,1,1,6
$2.24,$13.76,1,40,1,1,0,0,0,0,1,1,0,0,0,16
$0.08,$6.24,1,38,0,1,0,0,0,0,1,1,0,0,0,15
$0.14,$13.52,1,43,0,1,0,0,0,0,1,1,0,0,0,16
$0.11,$13.80,1,65,1,1,1,0,0,0,0,1,0,0,0,14
$5.04,"$5,808.86",1,60,1,1,0,1,0,1,1,1,1,1,1,15
$0.16,$18.23,1,48,0,1,0,0,0,0,1,1,0,0,0,14
$0.44,$2.29,1,53,0,1,0,0,0,0,0,1,0,0,0,16
$0.66,$438.52,1,53,0,1,0,0,0,0,0,1,0,0,0,11
$0.18,$11.40,1,65,0,1,0,0,0,0,0,1,0,0,0,11
$4.29,"$1,206.94",1,48,0,1,0,0,0,0,0,1,0,0,0,12
$0.24,$11.01,1,53,1,1,0,0,0,1,0,1,0,1,1,12
$3.18,$739.90,1,53,0,1,0,0,0,0,1,1,0,0,0,10
$0.48,$20.32,1,58,0,1,0,0,0,0,1,1,0,0,0,12
$1.59,"$1,740.42",1,53,1,1,1,0,0,0,1,1,0,0,0,15
$4.12,"$2,940.69",1,63,0,1,0,0,0,0,1,1,0,0,0,16
$0.91,$527.55,1,53,0,1,0,0,0,0,1,1,0,0,0,12
$1.37,"$1,156.96",1,50,0,1,0,0,0,0,0,1,0,0,0,14
$0.42,$15.27,1,48,0,1,0,0,0,0,0,1,0,0,0,12
$0.25,$18.20,1,65,1,1,1,0,0,0,1,1,0,0,0,12
$0.25,$18.14,1,60,1,1,0,0,0,0,0,1,0,0,0,10
$0.08,$4.71,1,50,0,1,0,0,0,0,1,1,0,0,0,12
$0.26,$156.30,1,60,1,1,0,0,0,0,1,1,0,0,0,12
$0.96,$6.89,1,58,0,1,0,0,0,0,1,1,0,0,0,14
$4.89,"$2,720.51",1,55,0,1,0,0,0,0,1,1,0,0,0,14
$1.99,$176.41,1,48,1,1,1,0,0,1,1,1,0,1,1,15
$0.25,$14.98,1,53,0,1,0,0,0,0,1,1,0,0,0,13
$1.84,"$2,351.52",1,58,0,1,0,0,0,0,0,1,0,0,0,11
$0.60,$23.89,1,47,0,1,0,0,0,0,0,1,0,0,0,4
$1.83,$508.80,1,55,0,1,0,0,0,0,1,1,0,0,0,13
$0.23,$47.61,1,64,1,1,1,0,0,1,1,1,0,1,1,15
$1.19,$412.69,1,59,1,1,0,0,0,1,0,1,0,1,1,16
$0.66,$260.19,1,58,1,1,0,0,0,1,0,1,0,1,1,12
$0.44,$30.75,1,65,1,1,0,0,1,0,0,1,0,0,0,16
$0.30,$9.66,1,60,0,1,0,0,0,0,0,1,0,0,0,11
$0.46,"$1,886.36",1,48,1,1,0,0,1,0,0,1,0,0,0,13
$0.17,$10.66,1,58,1,1,0,0,0,0,0,1,0,0,0,15
$0.28,$4.96,1,63,0,1,0,0,1,0,1,1,0,0,0,13
$0.28,$32.49,1,63,1,1,0,0,0,0,1,1,0,0,0,14
$0.49,$178.88,1,65,1,1,1,0,0,0,0,1,0,0,0,15
$8.14,"$59,000.00",0,65,0,0,1,0,1,1,0,1,0,1,1,3
$3.51,"$1,314.84",1,61,1,1,0,0,1,0,1,1,0,0,0,11
$0.25,$14.46,1,63,0,1,0,0,1,0,0,1,0,0,0,11
$0.13,$16.47,1,65,1,1,0,0,0,0,1,1,0,0,0,14
$0.22,$203.59,1,47,1,1,1,0,0,1,0,1,0,1,1,14
$5.39,"$2,020.84",1,35,0,1,0,0,0,0,1,1,0,0,0,12
$0.05,$8.05,1,35,1,1,0,0,0,0,1,1,0,0,0,16
$2.91,$198.61,1,28,1,1,0,0,0,0,0,1,0,0,0,15
$0.74,$28.46,1,33,0,1,0,0,0,0,0,1,0,0,0,11
$1.57,$165.00,1,28,1,1,1,0,0,1,1,1,0,1,1,16
$0.75,$21.54,1,28,1,1,1,0,0,0,1,1,0,0,0,15
$8.69,"$2,136.82",1,30,1,1,0,0,1,0,0,1,0,0,0,16
$0.22,$15.20,1,35,1,1,1,0,0,0,1,1,0,0,0,16
$0.23,$7.63,1,33,1,1,0,0,0,0,1,1,0,0,0,11
$1.85,"$1,092.24",1,40,0,1,0,0,0,0,1,1,0,0,0,11
$0.22,$8.20,1,40,0,1,0,0,0,0,0,1,0,0,0,12
$2.84,"$1,997.29",1,45,0,1,0,0,0,0,1,1,0,0,0,15
$3.83,$664.18,1,40,1,1,0,0,0,0,1,1,0,0,0,12
$0.54,$15.45,1,40,1,1,0,0,0,0,0,1,0,0,0,13
$0.29,$9.98,1,45,0,1,0,0,0,0,1,1,0,0,0,10
$0.85,"$1,390.94",1,43,0,1,0,0,0,0,1,1,0,0,0,10
$3.57,$985.06,1,45,0,1,0,0,0,0,0,1,0,0,0,10
$2.46,$392.23,1,45,0,1,0,0,0,0,0,1,0,0,0,14
$0.46,$10.42,1,40,1,1,0,0,1,0,0,1,0,0,0,16
$0.45,$16.65,1,43,1,1,0,0,0,0,1,1,0,0,0,15
$4.31,"$4,009.78",1,40,1,1,0,0,1,1,0,1,0,1,1,14
$0.96,$13.69,1,40,0,1,0,0,0,0,1,1,0,0,0,14
$1.11,$376.40,1,48,0,1,0,0,0,0,0,1,0,0,0,13
