current_age,retirement_age,birth_month,gender,yearly_income,total_debt,credit_score,Credit_limit,Debit_limit,Debit (Prepaid)_limit,Credit_expires,Debit_expires,Debit (Prepaid)_expires,has_chip,num_credit_cards,Automotive & Transportation Services,Clothing & Fashion,Digital Goods & Computers,Electronics & Appliances,Freight & Trucking,Hotels & Accommodation,Legal & Financial Services,Machinery & Tools,Medical & Healthcare Services,Movies & Theaters,Postal Services - Government Only,Rail & Bus Transport,Restaurants & Eating Places,Retail Stores,Sports & Recreational Activities,Steel & Metal Products,Telecommunications & Media,Utilities & Home Services,Label_Rewards_Credit_Card,Label_Insurance_Solutions,Label_Digital_Financing,Label_Home_Improvement_Loan,Label_Auto_Vehicle_Financing,Label_Commodity_Investment_Services,Label_Travel_Rewards_Card,Label_Savings_Investment_Plans,Label_Wealth_Management_Savings,Label_Card_Upgrade,Label_Retention_Efforts
28.0,70.0,9.0,1.0,74644.0,204251.0,792.0,16100.0,3313.0,65.0,2020.0,2020.0,2024.0,0.0,3.0,910.64,325.01,0.0,0.0,19.36,0.0,0.0,0.0,740.17,2248.61,19.69,28.01,1694.4,3310.84,183.8,0.0,446.88,424.32,3,1,2,2,2,1,2,0,1,2,2
41.0,67.0,11.0,1.0,34954.0,45456.0,772.0,0.0,44479.0,0.0,0.0,2024.0,0.0,1.0,3.0,4100.11,1002.94,76.77,253.72,88.65,384.42,1139.29,1800.19,3393.89,630.89,40.11,1113.5,4142.66,9016.03,356.99,779.9,4350.01,2593.87,3,0,1,1,1,1,1,1,1,1,1
70.0,64.0,4.0,1.0,26858.0,11245.0,712.0,8800.0,23432.0,0.0,2022.0,2020.0,0.0,1.0,2.0,1507.82,101.82,117.83,0.0,66.19,0.0,0.0,65.74,1757.14,491.48,11.69,0.0,35.1,4575.72,137.65,0.0,5113.44,1919.68,0,1,0,0,0,1,0,3,0,1,2
36.0,70.0,8.0,1.0,49993.0,52978.0,767.0,0.0,91542.0,0.0,0.0,2023.0,0.0,0.0,3.0,6809.22,2003.84,527.73,705.25,240.05,758.84,6491.84,1574.21,5538.17,6762.25,328.59,2318.15,4306.91,7654.16,304.13,1171.99,6477.5,3151.91,3,2,3,2,3,1,2,1,2,2,1
51.0,65.0,12.0,1.0,50936.0,88447.0,681.0,0.0,21492.0,0.0,0.0,2024.0,0.0,1.0,3.0,3711.53,1518.47,0.0,133.82,35.86,1295.39,250.23,2392.85,3427.01,777.76,12.03,1387.66,3998.73,10507.6,592.81,386.45,5252.11,4165.25,2,1,1,2,1,1,3,2,0,1,1
51.0,67.0,2.0,1.0,33178.0,92366.0,671.0,2400.0,13404.0,0.0,2024.0,2022.0,0.0,1.0,2.0,3128.3,708.01,147.55,824.65,329.04,669.25,1147.76,451.98,2861.15,235.77,113.13,0.0,17394.68,6134.39,154.3,115.02,6897.43,3928.76,1,1,0,1,0,0,0,1,0,1,2
36.0,65.0,3.0,1.0,58225.0,101148.0,685.0,12600.0,55451.0,0.0,2021.0,2023.0,0.0,1.0,3.0,5118.24,790.51,0.0,493.01,552.56,3228.34,0.0,2868.45,3959.93,1321.63,0.0,696.58,2525.17,9598.53,14.03,1274.34,7614.34,3399.52,2,2,2,1,1,2,3,1,0,1,1
18.0,67.0,1.0,0.0,69149.0,89214.0,776.0,0.0,25845.0,0.0,0.0,2021.0,0.0,1.0,1.0,3796.61,1146.17,55.93,560.52,98.69,1093.1,2522.53,1459.62,4374.26,1215.43,29.56,10376.46,4551.78,12108.91,348.86,954.94,5859.01,3760.44,2,1,2,2,2,1,2,1,2,0,1
59.0,63.0,11.0,0.0,58959.0,109358.0,598.0,11500.0,21439.0,0.0,2020.0,2023.0,0.0,1.0,2.0,5194.97,1281.68,0.0,313.22,98.46,16.13,0.0,1049.67,2042.77,959.69,124.37,2515.86,2719.6,7123.37,118.11,287.62,6653.0,3128.86,0,2,1,1,1,1,1,2,0,1,2
21.0,72.0,6.0,1.0,65058.0,157708.0,746.0,18800.0,0.0,0.0,2021.0,2.2737367544323206e-13,0.0,1.0,1.0,3937.0,969.16,220.77,487.96,165.25,620.64,1367.2,1651.0,3464.78,517.69,28.26,3079.26,4570.74,8496.84,1442.3,888.18,5118.12,3327.2,1,2,2,1,1,1,1,0,0,1,2
57.0,69.0,5.0,1.0,48750.0,117616.0,716.0,53600.0,23452.0,0.0,2024.0,2022.0,0.0,0.0,5.0,3208.56,246.52,0.0,635.51,316.78,496.3,4523.16,1954.66,2450.4,386.08,31.42,291.76,967.76,8294.95,8.09,357.01,4061.94,2936.43,1,3,1,1,1,1,2,1,1,3,1
43.0,69.0,12.0,1.0,25109.0,91.99999999999272,850.0,5500.0,18963.0,0.0,2023.0,2020.0,0.0,1.0,3.0,4503.97,579.47,179.81,297.92,35.26,45.74,870.86,330.35,2296.57,1203.49,3.25,551.85,385.82,3212.22,94.88,273.4,1878.05,1691.54,3,0,2,1,1,1,1,2,1,1,1
56.0,65.0,11.0,1.0,27861.0,108313.0,782.0,5700.0,39918.0,46.0,2022.0,2024.0,2021.0,1.0,5.0,1062.07,418.81,0.0,104.2,50.39,745.62,0.0,1163.19,2118.36,489.2,0.0,27888.11,121.76,3045.17,374.0,115.14,4499.14,697.57,2,0,1,1,1,0,2,2,1,1,1
53.0,61.0,7.0,1.0,74012.0,93119.0,681.0,0.0,8451.0,26.0,0.0,2023.0,2021.0,1.0,2.0,1592.35,309.23,131.41,175.31,297.89,216.27,981.88,1103.35,2261.92,2173.21,30.32,887.02,5442.79,6690.69,202.33,413.88,4663.27,2342.0,1,2,1,1,1,1,1,2,0,1,3
54.0,67.0,3.0,0.0,61312.0,25355.0,708.0,27100.0,48003.0,0.0,2024.0,2024.0,0.0,1.0,3.0,25410.65,1639.23,0.0,247.3,2226.12,1311.42,719.3,2228.93,46392.42,1282.15,2244.53,873.61,2415.58,108377.65,196.71,472.83,10197.17,2119.76,2,2,2,1,2,3,3,3,1,2,1
70.0,64.0,12.0,0.0,40189.0,24169.0,621.0,0.0,2450.0,0.0,0.0,2022.0,0.0,1.0,1.0,29225.09,670.95,0.0,146.21,0.0,891.67,3166.67,1233.5,2788.19,1907.37,0.0,18656.71,5858.35,7110.32,104.4,1063.53,6192.19,6468.25,1,0,0,1,1,1,1,2,1,1,3
27.0,66.0,7.0,0.0,33641.0,40696.0,743.0,0.0,21502.0,0.0,0.0,2024.0,0.0,1.0,1.0,1709.36,1024.07,75.37,268.13,73.12,218.66,584.27,676.96,2770.99,876.77,19.83,319.27,2865.66,5406.24,272.39,471.07,11365.57,2202.22,0,1,1,0,0,0,0,1,0,1,2
21.0,66.0,9.0,0.0,61746.0,154817.0,637.0,6600.0,25815.0,0.0,2020.0,2020.0,0.0,0.0,2.0,3667.23,1114.45,110.66,394.9,659.12,528.72,1033.92,1329.02,4473.38,540.89,514.2,7551.93,710.61,7600.97,1759.81,468.7,3020.78,4580.89,1,2,1,2,1,1,2,1,0,1,1
18.0,67.0,3.0,0.0,32281.0,80882.0,630.0,0.0,30401.0,0.0,0.0,2023.0,0.0,1.0,2.0,6122.04,1152.07,108.91,581.26,94.37,604.22,2903.49,1255.5,4466.82,618.86,27.4,10456.69,2602.19,10025.88,176.39,856.41,4197.79,3771.98,0,0,0,0,1,0,1,1,1,1,2
23.0,61.0,11.0,0.0,29450.0,36002.0,692.0,5400.0,0.0,0.0,2020.0,2.2737367544323206e-13,0.0,1.0,1.0,2971.31,1499.73,162.04,320.33,94.4,826.63,423.63,850.64,4130.38,493.32,1.92,6452.24,2145.1,8339.13,3887.75,530.93,4798.21,2936.26,1,0,0,0,0,0,1,0,0,0,2
81.0,59.0,8.0,0.0,162709.0,5641.999999999993,542.0,0.0,80815.0,0.0,0.0,2023.0,0.0,1.0,3.0,17053.3,1234.17,0.0,955.65,0.0,1602.29,10121.84,3850.57,23303.94,1544.83,0.0,16318.73,1891.26,32903.62,490.21,2347.4,14656.87,4631.64,2,2,2,2,2,3,3,3,2,1,1
36.0,69.0,4.0,0.0,74016.0,85204.0,702.0,29900.0,33506.0,0.0,2023.0,2017.0,0.0,0.0,2.0,4757.11,1214.46,344.19,26.1,0.0,1589.78,6882.48,45.03,5312.59,375.61,0.0,637.55,774.95,7293.02,0.0,384.39,11237.14,513.35,0,2,2,1,1,1,2,0,1,3,2
83.0,65.0,3.0,0.0,74753.0,1585.0,726.0,51500.0,23995.0,31.0,2024.0,2016.0,2021.0,0.0,5.0,6219.32,1871.79,65.31,401.91,83.79,0.0,0.0,3342.57,6418.2,3049.76,29.9,0.0,407.65,17900.74,1155.36,641.46,9250.48,3778.42,2,3,2,1,2,3,2,2,1,3,1
45.0,66.0,12.0,0.0,57027.0,21798.0,709.0,16800.0,23689.0,0.0,2022.0,2021.0,0.0,1.0,4.0,3149.25,461.19,355.11,916.4,291.11,2600.42,455.86,2187.39,2729.49,1052.05,0.0,1346.08,4394.96,11675.17,110.93,2505.09,8361.71,1961.03,2,2,2,1,1,2,3,1,0,1,1
63.0,65.0,12.0,0.0,53702.0,85160.0,606.0,0.0,12047.0,0.0,0.0,2018.0,0.0,1.0,1.0,8238.5,3167.08,89.4,514.08,148.71,907.99,1835.24,2226.14,6006.76,1669.03,20.15,8829.58,1681.39,13827.34,953.18,974.6,4482.39,5444.81,1,2,1,2,2,1,2,2,1,0,1
64.0,67.0,6.0,1.0,41002.0,97188.0,685.0,2100.0,57824.0,63.0,2013.0,2023.0,2020.0,1.0,6.0,2052.78,452.73,0.0,216.68,175.13,0.0,0.0,2095.73,2268.59,480.51,0.0,8142.35,906.76,4798.59,0.0,1426.59,2789.73,2917.25,1,1,1,1,1,1,3,2,0,1,1
32.0,64.0,7.0,1.0,67976.0,105337.0,747.0,29200.0,14744.0,0.0,2022.0,2011.0,0.0,0.0,3.0,5047.77,1643.74,84.52,851.43,371.61,914.92,1769.83,2305.62,3716.75,1800.33,12.6,1422.65,6372.29,9822.1,204.83,856.17,5906.23,3175.24,2,3,1,1,1,2,3,0,0,3,1
67.0,65.0,1.0,0.0,52929.0,37514.0,737.0,74400.00000000001,143467.0,70.0,2015.0,2022.0,2020.0,1.0,7.0,5262.43,1357.94,0.0,0.0,1257.04,460.21,162.75,1945.07,3743.19,5500.04,66.78,8964.45,32779.74,10055.46,290.36,2517.79,3861.82,4416.47,2,3,1,2,2,1,3,2,0,2,1
45.0,62.0,1.0,0.0,38666.0,116783.0,822.0,4600.0,0.0,0.0,2022.0,2.2737367544323206e-13,0.0,1.0,1.0,518.36,131.03,163.8,63.73,0.0,0.0,342.95,79.97,482.13,319.75,0.0,175.91,280.51,2975.21,10.71,0.0,7187.83,4402.37,1,0,1,2,1,0,0,0,1,1,3
56.0,67.0,4.0,1.0,23231.0,48624.0,726.0,6400.0,15118.0,0.0,2022.0,2021.0,0.0,1.0,3.0,5292.25,531.64,73.88,231.92,70.04,226.58,999.48,847.78,4433.84,571.82,7.85,5553.36,3499.0,6320.53,483.03,599.66,8171.13,2721.24,1,1,1,0,1,0,2,2,0,1,1
53.0,68.0,2.0,0.0,40470.0,87086.0,691.0,0.0,79899.0,94.0,0.0,2022.0,2023.0,1.0,5.0,1891.8,1390.68,457.2,705.51,143.44,494.96,10.33,3988.8,1666.49,1491.23,13.8,514.46,6919.91,4201.5,1091.32,694.08,5217.99,2204.57,2,0,1,0,0,1,1,2,0,1,1
47.0,65.0,8.0,0.0,49169.0,65994.0,747.0,19300.0,0.0,0.0,2022.0,2.2737367544323206e-13,0.0,1.0,2.0,3612.36,1549.74,168.2,320.09,11.63,0.0,0.0,2113.09,5788.43,674.01,11.54,9464.82,3777.21,14388.49,21853.77,1111.72,11222.0,4349.74,1,3,2,2,1,1,2,0,0,2,3
27.0,62.0,7.0,1.0,63760.0,151177.0,716.0,0.0,44885.0,0.0,0.0,2024.0,0.0,1.0,1.0,4465.14,2848.02,153.86,271.36,268.3,708.85,1223.4,1812.14,4269.39,2302.09,100.07,1732.86,1816.79,9146.5,1209.21,1013.87,9732.34,3696.64,1,3,2,1,1,2,1,1,0,1,2
50.0,68.0,2.0,1.0,27952.0,2070.0,850.0,7000.0,10274.0,0.0,2024.0,2017.0,0.0,1.0,3.0,2014.0,922.37,78.39,18.85,85.45,182.26,622.0,550.21,2612.29,938.35,36.33,5996.69,868.84,4646.84,95.89,178.99,2430.27,2034.16,2,0,1,1,1,1,2,1,1,1,1
24.0,67.0,4.0,0.0,26839.0,70077.0,805.0,17900.0,0.0,0.0,2021.0,2.2737367544323206e-13,0.0,1.0,2.0,2467.28,1150.19,271.76,546.48,97.14,459.37,500.62,863.93,3025.46,480.16,30.21,406.17,2023.27,8011.99,226.37,640.59,3982.59,2685.66,1,0,2,1,1,0,0,0,1,1,2
28.0,70.0,12.0,0.0,35194.0,56006.0,620.0,0.0,22362.0,0.0,0.0,2021.0,0.0,1.0,1.0,3698.56,819.91,132.35,304.01,101.39,1005.79,2553.02,1191.06,3882.57,705.01,41.27,3475.75,2854.92,9393.91,310.18,1056.15,3922.53,2859.21,0,0,0,0,0,0,1,1,1,0,1
22.0,66.0,7.0,1.0,45254.0,75758.0,850.0,9100.0,23397.0,0.0,2022.0,2024.0,0.0,1.0,2.0,3241.81,1265.51,37.96,254.35,51.32,705.23,1513.52,471.3,4361.48,632.96,2.68,7171.02,3645.36,8167.38,329.35,385.16,4491.53,3123.29,1,1,2,2,2,0,2,1,1,1,2
62.0,69.0,3.0,0.0,35519.0,111115.0,744.0,0.0,13461.000000000004,0.0,0.0,2023.0,0.0,1.0,1.0,2836.29,796.91,153.88,188.6,59.82,513.16,1858.1,3198.31,2052.11,511.16,90.66,296.2,752.26,5900.42,153.84,1964.01,4027.25,3067.62,0,2,0,0,0,1,0,2,1,1,2
33.0,69.0,10.0,0.0,40029.0,0.0,787.0,18300.0,17611.0,0.0,2021.0,2023.0,0.0,1.0,3.0,10419.52,490.05,145.0,298.93,0.0,0.0,1378.72,234.19,4395.03,495.29,0.0,214.82,207.05,3036.75,70.34,91.27,4216.88,2129.58,2,0,1,1,2,1,1,1,1,2,1
26.0,67.0,12.0,1.0,54623.0,114711.0,728.0,0.0,17480.0,0.0,0.0,2023.0,0.0,0.0,1.0,5605.89,834.96,174.92,284.69,181.11,549.02,806.55,1471.75,9156.69,1076.37,151.07,908.3,5086.38,20338.08,2999.73,695.35,3423.92,2881.17,1,3,2,1,2,0,1,1,0,2,2
82.0,65.0,1.0,0.0,66999.0,3140.0,730.0,0.0,140084.0,0.0,0.0,2024.0,0.0,0.0,5.0,6822.81,4732.48,305.22,1043.0,439.87,388.69,0.0,340.27,4074.51,485.41,333.68,15091.24,3529.52,10210.17,483.06,1707.01,2673.78,4079.2,2,3,2,2,2,3,3,3,1,2,1
18.0,68.0,11.0,0.0,34242.0,0.0,837.0,0.0,19079.0,0.0,0.0,2023.0,0.0,1.0,1.0,5639.46,725.58,114.53,278.71,90.19,141.25,324.6,824.49,2324.49,451.34,32.82,923.18,1138.12,5578.47,434.71,296.6,10637.18,1826.42,1,0,2,1,2,1,0,2,1,1,2
23.0,65.0,6.0,0.0,73011.0,240352.0,794.0,33300.0,0.0,0.0,2024.0,2.2737367544323206e-13,0.0,1.0,2.0,3309.87,871.44,347.59,640.71,182.24,313.15,1350.87,1970.38,4897.31,1352.45,96.46,3716.93,3083.53,13240.34,4307.9,916.69,7053.08,3717.09,2,2,3,2,2,2,1,0,1,2,3
32.0,72.0,3.0,0.0,50137.0,90747.0,679.0,0.0,6824.0,0.0,0.0,2021.0,0.0,0.0,1.0,4696.89,1055.73,145.11,353.19,87.07,323.89,1110.34,883.5,7890.7,618.05,63.65,646.55,4034.83,18689.71,1209.02,500.3,4875.61,3124.09,1,2,1,1,1,0,1,1,0,1,2
18.0,65.0,4.0,0.0,25654.0,55761.0,746.0,8400.0,0.0,0.0,2021.0,2.2737367544323206e-13,0.0,1.0,1.0,2467.28,1150.19,271.76,546.48,97.14,459.37,500.62,863.93,3025.46,480.16,30.21,406.17,2023.27,8011.99,226.37,640.59,3982.59,2685.66,0,1,1,0,0,0,0,0,0,0,2
67.0,67.0,7.0,0.0,43070.0,14135.0,726.0,0.0,80350.0,0.0,0.0,2022.0,0.0,1.0,4.0,6899.73,583.93,0.0,163.74,37.57,0.0,0.0,298.82,10717.3,2.9,74.65,28007.74,1963.83,26514.95,192.93,215.88,25720.85,2383.47,2,3,2,1,2,1,3,3,0,1,1
81.0,67.0,11.0,0.0,33483.0,196.00000000000728,698.0,0.0,133340.0,0.0,0.0,2024.0,0.0,0.0,5.0,3846.74,1281.29,236.95,240.6,132.99,260.79,2039.69,478.6,3774.67,2016.26,0.0,51382.45,3126.67,6907.02,191.63,1108.85,6409.95,3836.61,2,0,1,0,0,2,2,3,1,2,1
81.0,64.0,9.0,0.0,23217.0,2559.0,616.0,0.0,42785.0,0.0,0.0,2022.0,0.0,1.0,3.0,3633.74,3607.9,0.0,221.95,35.01,140.68,620.34,323.05,3636.58,358.52,15.87,239.58,1523.98,6952.46,270.04,552.02,3748.58,2726.81,2,0,0,0,0,1,1,3,0,1,1
55.0,60.0,5.0,0.0,24827.0,60261.0,590.0,0.0,1241.0,0.0,0.0,2020.0,0.0,1.0,1.0,389.29,44.25,0.0,143.54,0.0,0.0,108.6,570.77,1677.18,1006.12,0.0,0.0,253.57,4991.9,278.75,43.69,47388.13,3141.92,0,0,1,0,0,0,0,2,0,0,2
36.0,68.0,3.0,0.0,38496.0,64688.0,642.0,7200.0,12389.000000000004,0.0,2024.0,2022.0,0.0,1.0,2.0,3140.44,1210.44,112.77,97.32,24.23,423.83,1390.75,464.89,4122.77,345.75,23.54,466.46,523.99,6447.46,138.02,551.76,5785.34,2058.34,0,0,0,0,0,0,0,1,0,1,2
24.0,65.0,9.0,0.0,24648.0,32962.0,600.0,3900.0,0.0,0.0,2020.0,2.2737367544323206e-13,0.0,1.0,1.0,2352.45,1262.97,150.04,319.15,147.57,851.53,777.84,1028.54,3343.46,529.18,34.0,4984.77,2058.12,5923.17,532.45,594.77,4292.88,3089.39,0,0,0,0,0,0,1,0,0,0,2
41.0,66.0,10.0,0.0,36080.0,80443.0,839.0,0.0,25599.0,74.0,0.0,2020.0,2016.0,1.0,3.0,2317.4,791.88,206.28,223.89,95.76,0.0,0.0,472.59,5280.09,234.47,74.24,227.29,3793.94,5317.4,6.73,511.86,4971.93,188.39,2,1,2,1,1,0,1,1,1,0,0
20.0,66.0,5.0,0.0,36775.0,102641.0,850.0,7400.0,30216.0,0.0,2022.0,2024.0,0.0,1.0,3.0,9204.21,891.06,102.22,423.5,144.36,339.48,1786.79,1166.6,4890.09,612.84,92.14,2671.37,2737.79,14279.0,844.36,458.88,6334.35,3816.84,3,1,1,1,2,0,1,1,1,1,1
49.0,66.0,9.0,0.0,42652.0,133935.0,729.0,0.0,90220.0,15.0,0.0,2024.0,2010.0,1.0,6.0,6766.91,576.18,174.0,524.31,87.25,309.22,94.04,1233.8,7852.08,210.05,66.03,333.27,170.13,22709.01,154.74,846.16,6494.91,1985.94,2,3,2,1,2,0,2,1,0,1,1
67.0,65.0,10.0,0.0,23533.0,23132.0,687.0,0.0,16750.0,0.0,0.0,2011.0,0.0,1.0,1.0,7322.74,782.54,5.8,285.33,20.17,878.32,1249.75,1060.47,3621.08,912.57,46.56,11897.36,1885.38,7250.07,913.91,816.08,5514.74,3881.34,0,0,0,1,1,0,1,2,0,0,1
46.0,67.0,10.0,0.0,48762.0,143208.0,771.0,0.0,111873.0,101.99999999999999,0.0,2024.0,2024.0,1.0,6.0,15357.57,2644.95,53.21,154.17,47.61,3357.61,0.0,1028.73,2412.22,440.89,86.42,12191.32,617.66,21564.27,1862.6,142.91,8273.83,5653.31,3,2,3,3,3,0,3,1,1,1,1
47.0,63.0,10.0,0.0,38615.0,74337.0,601.0,28600.0,1930.0,0.0,2024.0,2023.0,0.0,1.0,4.0,1648.56,1982.51,131.97,402.61,74.48,185.42,132.52,882.85,3207.16,892.18,81.1,1561.03,29.05,5946.39,38.51,362.38,10241.03,2658.15,2,1,1,0,0,0,1,0,0,2,2
29.0,56.0,9.0,0.0,49842.0,79750.0,698.0,0.0,39431.0,0.0,0.0,2020.0,0.0,1.0,1.0,2704.8,2659.45,156.6,271.23,335.09,1068.5,885.94,651.12,2270.94,782.5,306.41,8516.88,1211.64,7349.42,1383.83,787.13,11703.17,2492.15,1,2,2,1,1,0,2,1,0,0,1
52.0,65.0,10.0,0.0,44128.0,148684.0,739.0,0.0,61804.0,0.0,0.0,2023.0,0.0,1.0,3.0,3956.35,918.6,0.0,0.0,1548.45,0.0,160.23,993.23,1152.29,309.51,1656.91,261.83,1540.75,4000.33,370.42,0.0,4399.09,3508.17,1,3,1,1,1,0,2,2,0,1,1
64.0,66.0,1.0,0.0,47242.0,62224.0,704.0,19700.0,50475.0,81.0,2022.0,2024.0,2023.0,1.0,6.0,2775.04,780.51,367.32,259.17,91.9,0.0,0.0,772.67,3584.68,329.62,47.49,0.0,57.11,2666.51,2204.09,35.86,5351.0,4162.07,2,1,2,2,1,0,2,2,0,2,1
50.0,60.0,7.0,0.0,53810.0,78986.0,637.0,0.0,26995.0,0.0,0.0,2023.0,0.0,1.0,1.0,2715.02,996.46,91.54,248.14,67.22,221.35,635.66,1210.28,2731.06,1131.25,54.58,9461.62,4369.02,7755.08,1113.36,770.72,11502.31,2559.28,1,1,2,1,1,0,2,2,0,1,2
47.0,66.0,6.0,0.0,26130.0,54290.0,498.0,0.0,898.0,0.0,0.0,2023.0,0.0,1.0,1.0,2961.59,664.42,0.0,270.8,86.38,0.0,59.29,290.51,1433.38,498.21,65.76,0.0,312.25,3078.15,76.33,0.0,29863.15,601.29,0,0,1,0,0,0,0,1,0,1,3
37.0,69.0,11.0,1.0,82637.0,84762.0,739.0,0.0,81428.0,0.0,0.0,2020.0,0.0,0.0,2.0,3547.52,939.28,195.42,473.82,213.0,720.25,1752.48,1334.73,4211.95,1707.72,121.29,3024.31,2829.63,8668.22,5958.79,1408.25,5030.64,3158.3,1,3,2,1,1,2,1,1,0,1,1
56.0,66.0,5.0,1.0,36583.0,56310.0,614.0,48300.0,20082.0,0.0,2024.0,2021.0,0.0,0.0,6.0,2018.82,1167.73,482.44,149.3,0.0,0.0,0.0,698.13,2683.02,487.72,0.0,0.0,793.99,9717.4,294.23,0.0,3938.9,778.84,1,0,1,0,0,0,1,1,0,3,1
43.0,67.0,1.0,1.0,45789.0,94014.0,695.0,9100.0,42252.0,0.0,2022.0,2024.0,0.0,1.0,4.0,13201.83,1594.53,463.15,330.42,0.0,0.0,0.0,1552.29,2977.3,2349.14,0.0,13606.84,1663.24,18686.21,981.42,0.0,437.28,1657.97,2,1,2,1,2,0,3,1,0,1,1
52.0,65.0,3.0,1.0,37686.0,41173.0,739.0,0.0,84016.0,0.0,0.0,2024.0,0.0,1.0,4.0,2969.94,940.39,86.77,30.79,8.6,667.42,0.0,1133.22,3658.46,1177.32,7.38,1418.16,5336.52,5775.24,42.29,314.52,1005.06,2842.01,2,1,0,0,0,0,1,2,0,1,1
30.0,68.0,3.0,1.0,68784.0,198417.0,696.0,49400.0,21458.0,0.0,2024.0,2021.0,0.0,0.0,4.0,5895.22,1314.82,107.31,981.18,315.53,1089.15,2792.51,2003.67,4518.09,1463.44,29.48,1480.5,2550.08,10744.4,125.15,876.74,5582.64,3085.31,2,2,1,1,2,2,3,0,1,3,1
49.0,62.0,8.0,1.0,33995.0,46102.0,531.0,0.0,0.0,80.0,0.0,2.2737367544323206e-13,2024.0,1.0,1.0,2089.27,747.86,90.66,184.17,159.92,157.46,230.85,280.44,3404.51,394.72,76.59,4355.36,1707.87,6246.9,74.8,94.62,1682.91,1798.08,0,0,0,0,0,0,1,2,0,1,3
36.0,67.0,12.0,1.0,57532.0,61268.0,735.0,0.0,83973.0,0.0,0.0,2021.0,0.0,1.0,4.0,4790.02,477.92,0.0,566.59,309.68,1274.28,0.0,1849.38,2067.57,448.88,116.09,1730.15,2426.0,10363.08,48.99,32.58,3921.69,510.59,1,3,1,1,1,2,3,1,0,0,0
92.0,67.0,10.0,1.0,24960.0,889.0,707.0,53500.0,27275.0,56.0,2024.0,2023.0,2023.0,1.0,9.0,6195.97,540.1,200.6,36.58,0.0,230.81,239.5,999.59,12683.16,888.1,0.0,287.76,2601.84,24718.18,149.52,928.17,3886.37,913.92,2,1,1,0,1,1,1,2,0,2,1
58.0,67.0,11.0,0.0,50232.0,1218.0,751.0,14700.0,35860.0,12.0,2015.0,2022.0,2020.0,1.0,4.0,2545.97,1869.42,57.87,110.96,633.95,828.86,587.76,194.44,873.39,3940.01,0.0,1540.16,1853.82,5053.94,0.0,2252.22,7505.23,6706.75,2,3,2,2,1,2,2,3,0,1,1
18.0,75.0,1.0,0.0,52315.0,109513.0,774.0,0.0,76259.0,60.0,0.0,2022.0,2020.0,0.0,4.0,5602.72,1486.1,96.52,734.78,333.95,898.49,2345.89,2214.17,9652.13,1303.23,313.82,9142.94,2558.93,20168.46,1385.04,825.29,6525.05,4457.51,3,2,2,3,3,1,3,1,2,2,1
31.0,69.0,3.0,0.0,29433.0,61260.0,693.0,10000.0,19802.0,0.0,2024.0,2024.0,0.0,1.0,3.0,1132.47,796.63,267.2,175.31,10.59,102.96,1226.74,939.06,1078.02,301.56,29.26,253.56,422.18,3396.59,0.0,982.67,1511.97,1101.99,1,0,1,0,0,0,1,1,0,1,1
20.0,65.0,2.0,0.0,49449.0,30723.0,728.0,0.0,76663.0,0.0,0.0,2022.0,0.0,1.0,3.0,6048.26,1089.75,64.3,486.48,121.9,627.5,2242.41,1267.1,4714.07,1162.41,5.64,6652.66,3827.54,11500.9,151.27,925.8,5097.93,3619.56,2,2,1,1,2,0,3,1,1,1,1
53.0,68.0,12.0,0.0,77254.0,191349.0,701.0,27500.0,37530.0,153.0,2003.0,2022.0,2023.0,1.0,5.0,5642.09,4370.26,425.93,1736.64,221.3,468.58,226.88,2257.09,2919.55,732.58,109.07,900.83,3988.74,11976.82,348.25,3369.74,1655.26,6434.11,2,2,2,2,2,2,2,1,0,2,1
54.0,71.0,1.0,1.0,36497.0,38333.0,719.0,25500.0,59803.0,0.0,2023.0,2024.0,0.0,0.0,6.0,2806.54,2355.62,145.15,368.58,123.06,1127.36,717.17,1201.4,2915.56,457.92,57.36,4825.67,5858.48,7584.19,396.19,756.04,3962.77,3503.84,2,1,0,0,0,0,2,1,0,3,1
44.0,71.0,7.0,0.0,54659.0,73363.0,628.0,0.0,9272.0,0.0,0.0,2020.0,0.0,1.0,1.0,4063.58,3421.78,51.1,364.52,169.51,880.11,2173.5,1009.15,4579.26,1008.3,128.72,11315.16,3617.47,11304.39,206.06,1068.98,4361.3,4659.36,1,2,1,2,1,1,2,1,1,0,2
50.0,61.0,7.0,0.0,17657.0,21899.0,614.0,0.0,1213.0,50.0,0.0,2019.0,2020.0,0.0,2.0,2665.36,371.95,98.16,312.92,122.0,0.0,0.0,309.84,853.15,267.32,0.0,315.65,7.54,1249.34,265.86,0.0,2454.95,1569.27,0,0,0,0,0,0,0,2,0,1,2
47.0,55.0,2.0,0.0,70711.0,100226.0,741.0,0.0,34675.0,33.0,0.0,2020.0,2022.0,1.0,2.0,3406.12,1579.9,433.6,5.05,45.48,974.16,1520.62,4191.22,8130.34,1813.97,0.0,1343.26,3582.12,23861.43,2575.41,197.2,12237.09,6357.18,1,3,2,2,1,2,2,2,0,1,2
29.0,66.0,11.0,0.0,61581.0,241312.0,736.0,4600.0,29925.0,0.0,2021.0,2022.0,0.0,1.0,2.0,5554.15,628.06,96.33,563.67,231.84,1055.98,1808.32,1241.05,5764.52,1556.04,88.48,1788.03,7960.51,12440.55,297.35,1078.82,4978.88,3933.34,1,3,1,2,2,2,2,1,0,1,2
